message,sentiment,interactionRate,pageName,likes,comments,shares,type,createTime
"Want a growler fill or some free samples? How about a visit to the brewery to check out our limited releases in our cooler & on tap? Here's the tap list for this Friday 4-7pm, Saturday 12-6pm:
1. Pale Ale, also randalled w/ tangerine & whole cone cascade hops
2. Graham Cracker Porter, also randalled w/ vanilla beans & cocoa nibs
3. Mystery Box IPA #1
4. Mystery Box IPA #3
5. Bean's Brew Imperial Coffee Stout aged on coffee beans & bourbon soaked oak chips
6. Fireside Brewing - guest tap: black IPA
7. Irish Stout
We have 32oz and 64oz growlers available, or bring your own clean Lefty's growler in for a fill! Free tours on Saturdays. 
www.leftysbrew.com for event and beer info.",1,0.8144,Lefty's Brewing Company,32,0,6,Link,03/03/2016 16:07:59
"From 4-7 today we're releasing the Barleywine 2015! We've also got Hoppy Pale Ale, IPA, Double IPA, Strong Ale, American Stout, Coffee-Oatmeal Stout, and Smoked Porter available. Come on by!",1,1.0965,Out.Haus Ales,7,0,3,Status,03/03/2016 16:00:49
Tomorrow is sure to be a Super Friday at our open house! We will be hosting Whole Planet Foundation's Brews for a Cause! Working towards ending poverty worldwide! Come on in for the same great deal as always while helping this great cause!,0,0.1083,Thomas Hooker Brewery,7,0,3,Photo,03/03/2016 15:57:39
"Join us today at Hannaford Supermarkets in Goffstown, NH from 4-6pm for a beer tasting featuring 6-pack cans of our Working Man's Porter, Hop Slinger IPA, and Amber Apparition for only $8.99!",0,0.1063,Henniker Brewing Company,4,0,0,Photo,03/03/2016 15:56:04
"Open Mic night! 6-Whenever...

Plus come say goodbye to Mic Check IPA and hello to Haven Beach Belgian Style Table Beer at 4.5%",0,0.0927,SoMe Brewing Company,3,1,0,Status,03/03/2016 15:40:15
"Hey folks, here's the tap list for tonight! Connecticut River Kolsch and Rock Valley Rye IPA are BACK! 

Taproom is open 4-8 with Brewmaster's Jazz from 6-8!",0,0.1775,New City Brewery,4,0,0,Photo,03/03/2016 15:39:44
Just a reminder that we will be closed today for tastings. Our hours will be as usual on saturday,0,0.0348,Ravenous Brewing Company,1,0,0,Status,03/03/2016 15:38:50
"BLDG8 Thirstday hours are 3 until 7
Fresh beer packaged on the leap year ... 
Ready for pick up !",0,0.3204,Building 8 Brewing / BLDG8 Brewing,6,1,0,Photo,03/03/2016 15:35:40
"We're out of 32 oz growlers, and getting a bit low on others, waiting for glass order.  Bring glass in this weekend if you are coming for a full",0,0.2731,Proclamation Ale Company,9,0,0,Status,03/03/2016 15:35:02
Cape Cod Beer tasting tomorrow at Cotuit Liquors 3pm - 5pm. See you there! #samples #craftbeer,0,0.073,Cape Cod Beer,7,2,1,Photo,03/03/2016 15:32:01
A preview of the week long Bristol Oyster Bar beer dinner bonanza! In other news we are here from 4-7pm tonight for your pleasure! #supportlocal #beerdinner #craftbeer #drinklocal,0,0.0523,Grey Sail Brewing of Rhode Island,3,0,0,Photo,03/03/2016 15:28:41
"Howdy, everyone! We are open today 4-9pm, and have a few delicious food specials, including local mushrooms with our romesco sauce. Yum!

Mushrooms & Romesco Sauce - Locally grown King Oyster mushrooms from the NH Mushroom Company sautéed with garlic, kohlrabi tops, and lots of love. Paired with a side of our romesco sauce (made with almonds, roasted red peppers, and a touch of tomato). Perfect as a starter to whet your appetite or as a side to a main meal. $7

Soup of the Day- Fish Chowder - Our soup of the day is a very flavorful fish chowder made with carrots, potatoes, celery, bacon, and, of course, beer (our Hank’s Pale Ale to be exact!). We top the soup with pan roasted, locally caught Pollock. $8 bowl $6 cup",0,0.1781,Throwback Brewery,12,0,1,Status,03/03/2016 15:25:11
1/2 barrel of Deadeye is getting tapped at 5pm tonight in honor of Head Brewer Dylan's birthday. Come down and sing happy birthday with us at 5:30!,0,0.1027,Cape Ann Brewing,7,4,0,Photo,03/03/2016 15:17:42
We hear there's a holiday coming up....,1,2.6361,Lefty's Brewing Company,111,0,12,Photo,03/03/2016 15:17:05
And so it begins!  Time lapse style #newstuffrocks #capecod #capecodbeer,1,0.7736,Cape Cod Beer,90,4,12,Video,03/03/2016 15:12:46
Our precious cargo arrived from Italy today. Can you say cans?,1,1.5192,Mayflower Brewing Company,82,10,4,Photo,03/03/2016 15:05:19
"Tonight!

https://www.facebook.com/events/1536220203345356/",0,0.1331,New City Brewery,3,0,0,Event,03/03/2016 14:43:45
"Istanbul or Constantinople?

While you're pondering that one, here's the tap list for today;
- G-Bot
- Galaxy
- Supernaut
- Sea Hag",0,0.2419,New England Brewing Co.,32,15,0,Status,03/03/2016 14:41:27
"Thanks to Craft Beer and Brewing for the nice mention!

https://beerandbrewing.com/VtcJCykAAH8plcku/article/8-american-farmhouse-breweries",0,0.4352,Hill Farmstead Brewery,160,2,13,Link,03/03/2016 14:39:05
Hey Boston - get on the bus and come up to us - will be a great day!,0,0.2211,Beara Irish Brewing Co.,4,0,0,Event,03/03/2016 14:35:46
"Special Towle Farm Announcement! Starting today we have marked down our Mud season beer, Durty to $6/ 6pack, $12/12pack and $24/case of 24.",0,0.1746,Smuttynose Brewing Co.,38,4,9,Photo,03/03/2016 14:31:01
"It's Thirsty Thursday!  ""Hoppy"" Hour all day!  Today Special is a Funky Gouda Chicken Sandwich.  Come enjoy our special along with Tortilla Soup!  Enjoy an ice cold, hand-crafted beer while you're here!!! CHEERS!",0,0.0939,"BricktownE Brewing Company ""The Barrel House""",2,0,0,Photo,03/03/2016 14:28:14
"Come join us tonight at City Steam Brewery for their March Madness Brewfest! Can't make it to Hartford? Our taproom is open 5-9 today and tomorrow, 12-7 Saturday, and 12-5 Sunday! See ya soon!",0,0.0745,Shebeen Brewing Company,4,1,0,Photo,03/03/2016 14:15:29
,1,0.5111,White Birch Brewing,16,2,5,Link,03/03/2016 14:12:25
,1,1.9387,Frost Beer Works,26,5,0,Link,03/03/2016 14:03:30
"Ginger, Not Mari-Anne is on tap! Come try our new Single Log Series brew. It's the ABC IPA with hand-ground ginger. #nhbeer #drinklocalNH",0,0.2261,7th Settlement Brewery,10,2,1,Photo,03/03/2016 14:02:20
"Come see us tonight over in Woodstock  for a tap take over with our friends at Woodstock Inn. They will be featuring two of our flagships; Sunshine and Hoppiness and Heart of Lothian and two of our favorite lagers in our winter lager series, Czech Your Ego and Oh Vienna. Sean will be there with some info and swag so Drop-In to say hi and stay for a beer or two.",0,0,Drop In Brewing Company,0,0,0,Event,03/03/2016 14:01:53
Live music tonight from 8-11pm! This time it's the infamous Joe Young!,0,0.0522,7th Settlement Brewery,3,0,0,Link,03/03/2016 14:00:01
"Fresh 12oz Switchback Ale stubbies currently coming off the line!  

If you've never seen our bottling line run, head to the Tap Room! You can watch it all go down while sipping on a sample flight or pint. Switchback Ale, Slow-Fermented Brown Ale, SwitchBOCK, Roasted Red, Connector IPA and Smoked Märzen on draught. See you soon!",0,0.0277,Switchback Brewing Company,7,0,0,Video,03/03/2016 13:52:58
"Two weeks from today is our sixth birthday. March 17th we will be releasing two delicious creations. First, Tennessee Tats and second Birthday Brew #6.  We will also have Worcester's own and contestant on The Voice, Sam James playing live. This is one of those nights you want to be here. http://www.samjamesmusic.com/",1,1.25,Wormtown Brewery,104,20,12,Link,03/03/2016 13:44:47
"Swing into 900 Degrees tonight and grab a pint of our newest beer, the Decadent Eclipse! #NHCraftBeer",1,0.6275,NEIGHBORHOOD BEER CO.,7,0,1,Photo,03/03/2016 13:36:46
"It's Thursday which means we're back with new beer! We are introducing the new version of Razor Blades, which is now a double IPA at 8.3% with all the same delicious hops. We also have Every Time I Rye, a Schwarzbier hopped generously with American and Czech Saaz. We are running low on Noctivagator Roggenbier and D-Burg IPA but have plenty of Machu Picchu. We're also pouring at City Steam Brewery March Madness tonight, so if you're in #Hartford come check us out! Open 5-8, see everyone soon!",1,0.6667,Black Pond Brews,13,1,0,Photo,03/03/2016 13:34:28
"A brand spankin' new Harpoon beer is traveling down our canning line.... Say hello to Camp Wannamango - our new summer seasonal available in April! Try it first at Harpoon St. Pat's Fest!

Beer details: http://www.harpoonbrewery.com/beer/401169/camp-wannamango",1,2.2244,Harpoon Brewery,1936,327,269,Photo,03/03/2016 13:28:20
"Proudly announcing our newest teammate: Riverwalk Cafe & Music Bar in Nashua. #BurntheShips is now available on their exclusive drafts.

Share the good word, and head over to show them your support. Cheers!",1,2.4802,Able Ebenezer Brewing Company,174,8,9,Photo,03/03/2016 13:26:27
"Chuck picked up a new stick at BJ's last night. He's looking for directions to the ""secret spot"". The Not Secret Spot is ready to go for Surf Night movies, get some stoke!",0,0.028,Cape Ann Brewing,3,0,0,Photo,03/03/2016 13:22:44
The Black Cat Tavern re-opens for the season tomorrow. Can't wait! If you haven't tried their lobster salad grilled cheese with a Cape Cod Beer then you don't know what you're missing!,0,0.0584,Cape Cod Beer,7,0,1,Status,03/03/2016 13:15:00
"Join us and the rest of the CT brewing community tonight for a awesome fest at City Steam Brewery and a proper farewell to one of CT's pioneer brewers, Ron Page!",0,0.0632,Stony Creek Beer,5,0,0,Photo,03/03/2016 13:13:22
"Morph, our rotating IPA series, is back with a blend of Idaho 7, Motueka, and Chinook hops for a 6.3% IPA that is bursting with bright notes of citrus and pineapple. Grab a pint or cans to go - case discounts available!",0,0.3915,Night Shift Brewing,58,0,2,Photo,03/03/2016 13:11:47
"And we're off!  Auroral, Genotype and Sepal heading down to Mass!  Thanks again to Craft Collective!",1,2.5835,Deciduous Brewing Company,73,12,7,Photo,03/03/2016 13:07:25
,0,0.0933,Westfield River Brewing Company,4,0,0,Photo,03/03/2016 13:05:17
This is it! Last Cutter cans of the season are rolling off the line today. Freshies available in the tasting room!,0,0.1547,Rising Tide Brewing Company,11,1,1,Photo,03/03/2016 13:04:49
"For those of your that are BeerAdvocate users and Vinátta drinkers, if you have a chance to write a review and a rating of Vinátta on BA, we would be grateful.  We are just two reviews away from getting an official score and we are eager to see how it scores!  Cheers!

http://www.beeradvocate.com/beer/profile/33959/156722/",0,0.2921,Kelsen Brewing Company,7,3,0,Status,03/03/2016 12:53:25
"Fresh batch of Mosaic now on tap!  Also on tap today, Crowbar, Handlebar, Proserpine, and Think Tank brewed and dry hopped with Belma hops.  Available for tasters and #crowlerstogo! #nhbeer #gcbeerworks #crowler #crowlercraving",1,1.1166,Garrison City Beerworks,26,0,1,Photo,03/03/2016 12:53:04
"Thank you - Tickets are sold out for our April 9th Anniversary Celebration! We look forward to seeing you then!
If you purchased tickets, the session info appears in fine print on your confirmation email and printed tickets. Cheers to another year!",1,0.6877,Lawson's Finest Liquids,48,45,1,Status,03/03/2016 12:44:37
"Who can join us in Nashua, NH tonight at Portland Pie Company? #pizza #craftbeer @bellavancebev @portlandpiecompany #brewnh  #nhbeer",0,0.2045,Kelsen Brewing Company,6,0,1,Photo,03/03/2016 12:42:02
,0,0.0171,Foolproof Brewing Company,1,0,0,Photo,03/03/2016 12:38:49
Freshly kegged Pale Ale going out to some awesome accounts on this beautiful day! Penny Lane Pub  Madison Beach Hotel  Tuscany Grill #ctcraftbeer #craftbeer #duvigbeer #duvigbrewingco,1,2.1425,DuVig Brewing Company,36,5,2,Photo,03/03/2016 12:33:56
"Big news today for Triple Eight Distillery!!!... “I feel elated,” said Triple Eight founder Randy Hudson, who celebrated the victory by jumping into frigid Lake Michigan with 2015 winner Matt Hofman of Seattle's Westland Distillery, while friends and industry colleagues cheered from the shore. - Boston Herald",1,3.1649,Cisco Brewers Nantucket,531,26,70,Link,03/03/2016 12:25:22
We took delivery of some shiny new toys today.,1,2.5347,Outer Light Brewing Company,83,1,0,Photo,03/03/2016 12:22:46
Imperial Maple Stout collab with Out.Haus Ales coming along nicely #nhbeer #brewnh #nhcraftbeerweek NH Craft Beer Week,0,0,Beara Irish Brewing Co.,0,0,0,Video,03/03/2016 12:19:13
"If you haven't snagged a couple bottles of our second collab with Lawson's Finest Liquids for your cellar yet, you'll want to after reading PorchDrinking.com's great review!",0,0.3314,Otter Creek Brewing,127,24,10,Link,03/03/2016 12:16:00
"While you're stuffing your faces at your desk we thought it'd be a perfect time for you to check out this video from Chef Plum and Edible Nutmeg! 

They visited the brewery tasted all of our juice and made Savory Clams and Garlic Bread with Ginga Ninja for the team! 

Thanks again guys amazing video and such a delicious day!!!

https://m.youtube.com/watch?v=SlDrWKCwo8E&ebc=ANyPxKqqo2aR98lCWG4jtomOCZKqajgpPIOk3FNylnrX_o1ylknJUD7MkXijUZCk5C1hTQZxAvPbPWyN7kdcsdhu5tzoQR0INw",0,0.3888,Black Hog Brewing Co.,11,2,11,Video,03/03/2016 12:08:43
"Dust off your record collection, bring one in for a spin tonight, get a free flight on us! Open from 4-8. 6 beers on draft + Sugar Shack, our house made soda! #drinkwinooskibeer #4qbc #vinyljunkie #brewsandtunes",0,0.0426,Four Quarters Brewing,2,0,0,Photo,03/03/2016 12:04:55
,0,0.4286,Black Pond Brews,7,2,0,Event,03/03/2016 12:01:03
"The time has come. Starting at 4:00 the Barleywine that has been a year in the making, will finally be released. Due to the limited amount available, there will be a two-bottle per person limit.",1,2.7412,Out.Haus Ales,12,12,1,Photo,03/03/2016 12:00:19
"Our friends at the Daily Beer Review call Limbo ""an IPA-lovers IPA"" with ""loads of pine, dankness, resin and citrus rind.""",0,0.283,Long Trail Brewing,166,30,20,Link,03/03/2016 12:00:00
"Time for a #NCBF2016 update: Help us welcome our first round of breweries- Foolproof Brewing Company, Jack's Abby Craft Lagers, Narragansett Beer, Clown Shoes Beer and Ballast Point Brewing & Spirits! Drink local, support local! Remember, we're drinking for a great cause at the Newport Craft Beer Festival! Proceeds benefit benefit the Rhode Island Brewers Guild. Tickets are going fast so get yours while you still can!",0,0.2881,Newport Storm Beer,32,3,7,Link,03/03/2016 11:45:00
http://www.prnewswire.com/news-releases/award-winning-craft-brewer-enters-the-national-hard-soda-race-with-nauti-seltzer-300230208.html,0,0.3513,Wachusett Brewing Company,45,8,12,Link,03/03/2016 11:39:23
New gallery is up folks!! Come have a flight and check out the eye popping artwork from Brian Hewitt! https://brianhewitt.fineartstudioonline.com/#,1,0.772,Burlington Beer Company,53,1,3,Photo,03/03/2016 11:32:53
"Here's what's pouring in the taproom tonight 4pm-9pm. But let's keep it quiet, we don't want anyone to know we're also open Thursday nights now.  Shhh, it's our little secret. ;-)",1,0.6869,Bog Iron Brewing,20,2,0,Photo,03/03/2016 11:27:13
"On tap tonight will be the remainder of our delicious New Zealand IPA, along with our Imperial & Oatmeal Raisin Stouts! See you between 5-7!",1,0.7139,Crooked Current Brewery,12,0,2,Status,03/03/2016 10:48:51
,0,0.027,Wachusett Brewing Company,5,0,0,Event,03/03/2016 10:41:35
"Northshire Brewery will be having a tasting event on Friday March 4, 2016 at Brewfest Beverage in Ludlow VT from 
4 to 7 pm.  Come on down and sample all that Northshire has to offer.",1,1.5222,Northshire Brewery,11,1,1,Status,03/03/2016 10:32:16
